date,ward,precinct,race,type,candidate,votes
2016-11-08,03,04,PRESIDENT,ABSENTEE,CLINTON/KAINE,27
2016-11-08,03,04,PRESIDENT,ABSENTEE,TRUMP/PENCE,4
2016-11-08,03,04,PRESIDENT,ABSENTEE,JOHNSON/WELD,0
2016-11-08,03,04,PRESIDENT,PROVISIONAL,CLINTON/KAINE,0
2016-11-08,03,04,PRESIDENT,PROVISIONAL,TRUMP/PENCE,0
2016-11-08,03,04,PRESIDENT,PROVISIONAL,JOHNSON/WELD,0
2016-11-08,03,04,PRESIDENT,HOUSE VOTES,CLINTON/KAINE,0
2016-11-08,03,04,PRESIDENT,HOUSE VOTES,TRUMP/PENCE,0
2016-11-08,03,04,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,03,04,PRESIDENT,Total,CLINTON/KAINE,468
2016-11-08,03,04,PRESIDENT,Total,TRUMP/PENCE,32
2016-11-08,03,04,PRESIDENT,Total,JOHNSON/WELD,3
2016-11-08,03,05,PRESIDENT,Polling,CLINTON/KAINE,309
2016-11-08,03,05,PRESIDENT,Polling,TRUMP/PENCE,3
2016-11-08,03,05,PRESIDENT,Polling,JOHNSON/WELD,4
2016-11-08,03,05,PRESIDENT,ABSENTEE,CLINTON/KAINE,29
2016-11-08,03,05,PRESIDENT,ABSENTEE,TRUMP/PENCE,0
2016-11-08,03,05,PRESIDENT,ABSENTEE,JOHNSON/WELD,0
2016-11-08,03,05,PRESIDENT,PROVISIONAL,CLINTON/KAINE,0
2016-11-08,03,05,PRESIDENT,PROVISIONAL,TRUMP/PENCE,0
2016-11-08,03,05,PRESIDENT,PROVISIONAL,JOHNSON/WELD,0
2016-11-08,03,05,PRESIDENT,HOUSE VOTES,CLINTON/KAINE,1
2016-11-08,03,05,PRESIDENT,HOUSE VOTES,TRUMP/PENCE,0
2016-11-08,03,05,PRESIDENT,HOUSE VOTES,JOHNSON/WELD,0
2016-11-08,03,05,PRESIDENT,Total,CLINTON/KAINE,339
2016-11-08,03,05,PRESIDENT,Total,TRUMP/PENCE,3
2016-11-08,03,05,PRESIDENT,Total,JOHNSON/WELD,4
2016-11-08,03,06,PRESIDENT,Polling,CLINTON/KAINE,309
2016-11-08,03,06,PRESIDENT,Polling,TRUMP/PENCE,6
2016-11-08,03,06,PRESIDENT,Polling,JOHNSON/WELD,2
2016-11-08,03,06,PRESIDENT,ABSENTEE,CLINTON/KAINE,37
2016-11-08,03,06,PRESIDENT,ABSENTEE,TRUMP/PENCE,2
2016-11-08,03,06,PRESIDENT,ABSENTEE,JOHNSON/WELD,0
2016-11-08,03,06,PRESIDENT,PROVISIONAL,CLINTON/KAINE,0
2016-11-08,03,06,PRESIDENT,PROVISIONAL,TRUMP/PENCE,0
2016-11-08,03,06,PRESIDENT,PROVISIONAL,JOHNSON/WELD,0
